relativePath,originalExt,originalBytes,jpegBytes,deltaBytes,deltaPercent,originalSize,jpegSize,quality
mental-rotation/original/Rn-240.png,png,13894,5581,-8313,-59.83,13.57 KB,5.45 KB,85
mental-rotation/original/Rn-280.png,png,13017,5260,-7757,-59.59,12.71 KB,5.14 KB,85
mental-rotation/original/Rn-320.png,png,14408,5639,-8769,-60.86,14.07 KB,5.51 KB,85
mental-rotation/original/Rp-000-silh.png,png,33500,14399,-19101,-57.02,32.71 KB,14.06 KB,85
mental-rotation/original/Rp-000.png,png,12651,5052,-7599,-60.07,12.35 KB,4.93 KB,85
mental-rotation/original/Rp-020.png,png,14061,5418,-8643,-61.47,13.73 KB,5.29 KB,85
mental-rotation/original/Rp-040.png,png,14517,5547,-8970,-61.79,14.18 KB,5.42 KB,85
mental-rotation/original/Rp-080.png,png,13150,5198,-7952,-60.47,12.84 KB,5.08 KB,85
mental-rotation/original/Rp-120.png,png,13695,5522,-8173,-59.68,13.37 KB,5.39 KB,85
mental-rotation/original/Rp-160.png,png,13623,5436,-8187,-60.10,13.30 KB,5.31 KB,85
mental-rotation/original/Rp-200.png,png,14078,5485,-8593,-61.04,13.75 KB,5.36 KB,85
mental-rotation/original/Rp-240.png,png,14591,5694,-8897,-60.98,14.25 KB,5.56 KB,85
mental-rotation/original/Rp-280.png,png,12996,5296,-7700,-59.25,12.69 KB,5.17 KB,85
mental-rotation/original/Rp-320.png,png,14000,5490,-8510,-60.79,13.67 KB,5.36 KB,85
mental-rotation/original/Tn-000-silh.png,png,38130,17513,-20617,-54.07,37.24 KB,17.10 KB,85
mental-rotation/original/Tp-000-silh.png,png,37594,17508,-20086,-53.43,36.71 KB,17.10 KB,85
mental-rotation/shared/Dn-000-silh.webp,webp,9694,12198,2504,25.83,9.47 KB,11.91 KB,85
mental-rotation/shared/Dn-000.webp,webp,4338,5331,993,22.89,4.24 KB,5.21 KB,85
mental-rotation/shared/Dn-020.webp,webp,4676,5570,894,19.12,4.57 KB,5.44 KB,85
mental-rotation/shared/Dn-040.webp,webp,4866,5842,976,20.06,4.75 KB,5.71 KB,85
mental-rotation/shared/Dn-080.webp,webp,4430,5371,941,21.24,4.33 KB,5.25 KB,85
mental-rotation/shared/Dn-120.webp,webp,4546,5714,1168,25.69,4.44 KB,5.58 KB,85
mental-rotation/shared/Dn-160.webp,webp,4816,5965,1149,23.86,4.70 KB,5.83 KB,85
mental-rotation/shared/Dn-200.webp,webp,5192,6227,1035,19.93,5.07 KB,6.08 KB,85
mental-rotation/shared/Dn-240.webp,webp,4686,5848,1162,24.80,4.58 KB,5.71 KB,85
mental-rotation/shared/Dn-280.webp,webp,4360,5580,1220,27.98,4.26 KB,5.45 KB,85
mental-rotation/shared/Dn-320.webp,webp,4550,5766,1216,26.73,4.44 KB,5.63 KB,85
mental-rotation/shared/Dp-000-silh.webp,webp,9784,12266,2482,25.37,9.55 KB,11.98 KB,85
mental-rotation/shared/Dp-000.webp,webp,4266,5329,1063,24.92,4.17 KB,5.20 KB,85
mental-rotation/shared/Dp-020.webp,webp,4500,5492,992,22.04,4.39 KB,5.36 KB,85
mental-rotation/shared/Dp-040.webp,webp,4744,5681,937,19.75,4.63 KB,5.55 KB,85
mental-rotation/shared/Dp-080.webp,webp,4474,5432,958,21.41,4.37 KB,5.30 KB,85
mental-rotation/shared/Dp-120.webp,webp,4576,5825,1249,27.29,4.47 KB,5.69 KB,85
mental-rotation/shared/Dp-160.webp,webp,4956,6068,1112,22.44,4.84 KB,5.93 KB,85
mental-rotation/shared/Dp-200.webp,webp,4982,5864,882,17.70,4.87 KB,5.73 KB,85
mental-rotation/shared/Dp-240.webp,webp,4706,5689,983,20.89,4.60 KB,5.56 KB,85
mental-rotation/shared/Dp-280.webp,webp,4354,5428,1074,24.67,4.25 KB,5.30 KB,85
mental-rotation/shared/Dp-320.webp,webp,4604,5902,1298,28.19,4.50 KB,5.76 KB,85
mental-rotation/shared/Gn-000-silh.webp,webp,7536,7924,388,5.15,7.36 KB,7.74 KB,85
mental-rotation/shared/Gn-000.webp,webp,22082,19181,-2901,-13.14,21.56 KB,18.73 KB,85
mental-rotation/shared/Gn-040.webp,webp,26274,19696,-6578,-25.04,25.66 KB,19.23 KB,85
mental-rotation/shared/Gn-080.webp,webp,24808,19788,-5020,-20.24,24.23 KB,19.32 KB,85
mental-rotation/shared/Gn-120.webp,webp,25904,19833,-6071,-23.44,25.30 KB,19.37 KB,85
mental-rotation/shared/Gn-160.webp,webp,24984,19857,-5127,-20.52,24.40 KB,19.39 KB,85
mental-rotation/shared/Gn-200.webp,webp,25350,19723,-5627,-22.20,24.76 KB,19.26 KB,85
mental-rotation/shared/Gn-240.webp,webp,25948,19124,-6824,-26.30,25.34 KB,18.68 KB,85
mental-rotation/shared/Gn-280.webp,webp,24230,20089,-4141,-17.09,23.66 KB,19.62 KB,85
mental-rotation/shared/Gn-320.webp,webp,25462,19579,-5883,-23.11,24.87 KB,19.12 KB,85
mental-rotation/shared/Gp-000-silh.webp,webp,7712,7895,183,2.37,7.53 KB,7.71 KB,85
mental-rotation/shared/Gp-000.webp,webp,22842,19094,-3748,-16.41,22.31 KB,18.65 KB,85
mental-rotation/shared/Gp-040.webp,webp,27430,19704,-7726,-28.17,26.79 KB,19.24 KB,85
mental-rotation/shared/Gp-080.webp,webp,23724,19996,-3728,-15.71,23.17 KB,19.53 KB,85
mental-rotation/shared/Gp-120.webp,webp,25520,19468,-6052,-23.71,24.92 KB,19.01 KB,85
mental-rotation/shared/Gp-160.webp,webp,25188,19550,-5638,-22.38,24.60 KB,19.09 KB,85
mental-rotation/shared/Gp-200.webp,webp,25710,19615,-6095,-23.71,25.11 KB,19.16 KB,85
mental-rotation/shared/Gp-240.webp,webp,25790,19712,-6078,-23.57,25.19 KB,19.25 KB,85
mental-rotation/shared/Gp-280.webp,webp,23878,19706,-4172,-17.47,23.32 KB,19.24 KB,85
mental-rotation/shared/Gp-320.webp,webp,25308,19466,-5842,-23.08,24.71 KB,19.01 KB,85
mental-rotation/shared/Rn-000-silh.webp,webp,8064,10561,2497,30.96,7.88 KB,10.31 KB,85
mental-rotation/shared/Rn-000.webp,webp,3920,5070,1150,29.34,3.83 KB,4.95 KB,85
mental-rotation/shared/Rn-020.webp,webp,4414,5377,963,21.82,4.31 KB,5.25 KB,85
mental-rotation/shared/Rn-040.webp,webp,4518,5416,898,19.88,4.41 KB,5.29 KB,85
mental-rotation/shared/Rn-080.webp,webp,4306,5315,1009,23.43,4.21 KB,5.19 KB,85
mental-rotation/shared/Rn-120.webp,webp,4420,5512,1092,24.71,4.32 KB,5.38 KB,85
mental-rotation/shared/Rn-160.webp,webp,4346,5323,977,22.48,4.24 KB,5.20 KB,85
mental-rotation/shared/Rn-200.webp,webp,4384,5423,1039,23.70,4.28 KB,5.30 KB,85
mental-rotation/shared/Rn-240.webp,webp,4554,5590,1036,22.75,4.45 KB,5.46 KB,85
mental-rotation/shared/Rn-280.webp,webp,4292,5244,952,22.18,4.19 KB,5.12 KB,85
mental-rotation/shared/Rn-320.webp,webp,4452,5638,1186,26.64,4.35 KB,5.51 KB,85
mental-rotation/shared/Rp-000-silh.webp,webp,7930,10623,2693,33.96,7.74 KB,10.37 KB,85
mental-rotation/shared/Rp-000.webp,webp,3806,5041,1235,32.45,3.72 KB,4.92 KB,85
mental-rotation/shared/Rp-020.webp,webp,4456,5389,933,20.94,4.35 KB,5.26 KB,85
mental-rotation/shared/Rp-040.webp,webp,4566,5531,965,21.13,4.46 KB,5.40 KB,85
mental-rotation/shared/Rp-080.webp,webp,4286,5217,931,21.72,4.19 KB,5.09 KB,85
mental-rotation/shared/Rp-120.webp,webp,4420,5542,1122,25.38,4.32 KB,5.41 KB,85
mental-rotation/shared/Rp-160.webp,webp,4332,5431,1099,25.37,4.23 KB,5.30 KB,85
mental-rotation/shared/Rp-200.webp,webp,4374,5440,1066,24.37,4.27 KB,5.31 KB,85
mental-rotation/shared/Rp-240.webp,webp,4564,5684,1120,24.54,4.46 KB,5.55 KB,85
mental-rotation/shared/Rp-280.webp,webp,4372,5287,915,20.93,4.27 KB,5.16 KB,85
mental-rotation/shared/Rp-320.webp,webp,4462,5471,1009,22.61,4.36 KB,5.34 KB,85
mental-rotation/shared/Tn-000-silh.webp,webp,12978,17160,4182,32.22,12.67 KB,16.76 KB,85
mental-rotation/shared/Tn-000.webp,webp,51398,41723,-9675,-18.82,50.19 KB,40.75 KB,85
mental-rotation/shared/Tn-020.webp,webp,55770,42710,-13060,-23.42,54.46 KB,41.71 KB,85
mental-rotation/shared/Tn-040.webp,webp,56702,42684,-14018,-24.72,55.37 KB,41.68 KB,85
mental-rotation/shared/Tn-080.webp,webp,53012,40681,-12331,-23.26,51.77 KB,39.73 KB,85
mental-rotation/shared/Tn-120.webp,webp,56800,42915,-13885,-24.45,55.47 KB,41.91 KB,85
mental-rotation/shared/Tn-160.webp,webp,54416,41442,-12974,-23.84,53.14 KB,40.47 KB,85
mental-rotation/shared/Tn-200.webp,webp,55386,42340,-13046,-23.55,54.09 KB,41.35 KB,85
mental-rotation/shared/Tn-240.webp,webp,55716,41719,-13997,-25.12,54.41 KB,40.74 KB,85
mental-rotation/shared/Tn-280.webp,webp,54242,41525,-12717,-23.44,52.97 KB,40.55 KB,85
mental-rotation/shared/Tn-320.webp,webp,56612,42531,-14081,-24.87,55.29 KB,41.53 KB,85
mental-rotation/shared/Tp-000-silh.webp,webp,13308,17151,3843,28.88,13.00 KB,16.75 KB,85
mental-rotation/shared/Tp-000.webp,webp,52878,41806,-11072,-20.94,51.64 KB,40.83 KB,85
mental-rotation/shared/Tp-020.webp,webp,55202,41876,-13326,-24.14,53.91 KB,40.89 KB,85
mental-rotation/shared/Tp-040.webp,webp,56768,43148,-13620,-23.99,55.44 KB,42.14 KB,85
mental-rotation/shared/Tp-080.webp,webp,52970,41420,-11550,-21.80,51.73 KB,40.45 KB,85
mental-rotation/shared/Tp-120.webp,webp,56104,41752,-14352,-25.58,54.79 KB,40.77 KB,85
mental-rotation/shared/Tp-160.webp,webp,55968,42323,-13645,-24.38,54.66 KB,41.33 KB,85
mental-rotation/shared/Tp-200.webp,webp,54776,41501,-13275,-24.24,53.49 KB,40.53 KB,85
mental-rotation/shared/Tp-240.webp,webp,55738,42188,-13550,-24.31,54.43 KB,41.20 KB,85
mental-rotation/shared/Tp-280.webp,webp,52666,40635,-12031,-22.84,51.43 KB,39.68 KB,85
mental-rotation/shared/Tp-320.webp,webp,57424,42703,-14721,-25.64,56.08 KB,41.70 KB,85
mental-rotation/shared/an1-000.webp,webp,23914,19072,-4842,-20.25,23.35 KB,18.63 KB,85
mental-rotation/shared/an1-240.webp,webp,30074,23657,-6417,-21.34,29.37 KB,23.10 KB,85
mental-rotation/shared/an10-000.webp,webp,20102,17163,-2939,-14.62,19.63 KB,16.76 KB,85
mental-rotation/shared/an11-000.webp,webp,21572,17702,-3870,-17.94,21.07 KB,17.29 KB,85
mental-rotation/shared/an11-240.webp,webp,29058,22229,-6829,-23.50,28.38 KB,21.71 KB,85
mental-rotation/shared/an11-320.webp,webp,29356,22772,-6584,-22.43,28.67 KB,22.24 KB,85
mental-rotation/shared/an13-000.webp,webp,16754,14888,-1866,-11.14,16.36 KB,14.54 KB,85
mental-rotation/shared/an13-280.webp,webp,24896,19485,-5411,-21.73,24.31 KB,19.03 KB,85
mental-rotation/shared/an17-000.webp,webp,20192,17346,-2846,-14.09,19.72 KB,16.94 KB,85
mental-rotation/shared/an17-320.webp,webp,29114,22867,-6247,-21.46,28.43 KB,22.33 KB,85
mental-rotation/shared/an2-000.webp,webp,24272,20052,-4220,-17.39,23.70 KB,19.58 KB,85
mental-rotation/shared/an2-280.webp,webp,28890,22744,-6146,-21.27,28.21 KB,22.21 KB,85
mental-rotation/shared/an2-320.webp,webp,31488,23920,-7568,-24.03,30.75 KB,23.36 KB,85
mental-rotation/shared/an6-000.webp,webp,23942,19521,-4421,-18.47,23.38 KB,19.06 KB,85
mental-rotation/shared/an6-320.webp,webp,30150,23028,-7122,-23.62,29.44 KB,22.49 KB,85
mental-rotation/shared/ap1-000.webp,webp,23442,19005,-4437,-18.93,22.89 KB,18.56 KB,85
mental-rotation/shared/ap1-280.webp,webp,26886,20488,-6398,-23.80,26.26 KB,20.01 KB,85
mental-rotation/shared/ap1-320.webp,webp,30180,23316,-6864,-22.74,29.47 KB,22.77 KB,85
mental-rotation/shared/ap10-000.webp,webp,21394,17995,-3399,-15.89,20.89 KB,17.57 KB,85
mental-rotation/shared/ap10-240.webp,webp,30224,23000,-7224,-23.90,29.52 KB,22.46 KB,85
mental-rotation/shared/ap10-320.webp,webp,30422,23448,-6974,-22.92,29.71 KB,22.90 KB,85
mental-rotation/shared/ap11-000.webp,webp,24310,19701,-4609,-18.96,23.74 KB,19.24 KB,85
mental-rotation/shared/ap13-000.webp,webp,19578,16654,-2924,-14.94,19.12 KB,16.26 KB,85
mental-rotation/shared/ap13-240.webp,webp,29096,21883,-7213,-24.79,28.41 KB,21.37 KB,85
mental-rotation/shared/ap17-000.webp,webp,18510,16185,-2325,-12.56,18.08 KB,15.81 KB,85
mental-rotation/shared/ap17-240.webp,webp,28498,22407,-6091,-21.37,27.83 KB,21.88 KB,85
mental-rotation/shared/ap17-280.webp,webp,25292,19795,-5497,-21.73,24.70 KB,19.33 KB,85
mental-rotation/shared/ap2-000.webp,webp,22504,18507,-3997,-17.76,21.98 KB,18.07 KB,85
mental-rotation/shared/ap2-240.webp,webp,28784,21987,-6797,-23.61,28.11 KB,21.47 KB,85
mental-rotation/shared/ap6-000.webp,webp,20818,17649,-3169,-15.22,20.33 KB,17.24 KB,85
mental-rotation/shared/ap6-280.webp,webp,25510,20104,-5406,-21.19,24.91 KB,19.63 KB,85
mental-rotation/shared/bn1-000.webp,webp,26502,22196,-4306,-16.25,25.88 KB,21.68 KB,85
mental-rotation/shared/bn1-280.webp,webp,30142,24187,-5955,-19.76,29.44 KB,23.62 KB,85
mental-rotation/shared/bn12-000.webp,webp,24216,19754,-4462,-18.43,23.65 KB,19.29 KB,85
mental-rotation/shared/bn12-240.webp,webp,31142,23627,-7515,-24.13,30.41 KB,23.07 KB,85
mental-rotation/shared/bn12-280.webp,webp,28816,22579,-6237,-21.64,28.14 KB,22.05 KB,85
mental-rotation/shared/bn14-000.webp,webp,18172,16127,-2045,-11.25,17.75 KB,15.75 KB,85
mental-rotation/shared/bn14-280.webp,webp,27002,21112,-5890,-21.81,26.37 KB,20.62 KB,85
mental-rotation/shared/bn14-320.webp,webp,30048,23374,-6674,-22.21,29.34 KB,22.83 KB,85
mental-rotation/shared/bn15-000.webp,webp,25364,20359,-5005,-19.73,24.77 KB,19.88 KB,85
mental-rotation/shared/bn15-240.webp,webp,31456,24125,-7331,-23.31,30.72 KB,23.56 KB,85
mental-rotation/shared/bn5-000.webp,webp,20050,17568,-2482,-12.38,19.58 KB,17.16 KB,85
mental-rotation/shared/bn5-240.webp,webp,30638,23715,-6923,-22.60,29.92 KB,23.16 KB,85
mental-rotation/shared/bn5-320.webp,webp,30374,23799,-6575,-21.65,29.66 KB,23.24 KB,85
mental-rotation/shared/bn6-000.webp,webp,22324,18465,-3859,-17.29,21.80 KB,18.03 KB,85
mental-rotation/shared/bn6-280.webp,webp,26046,19362,-6684,-25.66,25.44 KB,18.91 KB,85
mental-rotation/shared/bn8-000.webp,webp,23648,19074,-4574,-19.34,23.09 KB,18.63 KB,85
mental-rotation/shared/bn8-240.webp,webp,27284,21995,-5289,-19.38,26.64 KB,21.48 KB,85
mental-rotation/shared/bp1-000.webp,webp,21392,17542,-3850,-18.00,20.89 KB,17.13 KB,85
mental-rotation/shared/bp1-320.webp,webp,24928,19344,-5584,-22.40,24.34 KB,18.89 KB,85
mental-rotation/shared/bp12-000.webp,webp,24718,20279,-4439,-17.96,24.14 KB,19.80 KB,85
mental-rotation/shared/bp12-320.webp,webp,30850,23417,-7433,-24.09,30.13 KB,22.87 KB,85
mental-rotation/shared/bp14-000.webp,webp,20106,17221,-2885,-14.35,19.63 KB,16.82 KB,85
mental-rotation/shared/bp14-240.webp,webp,29294,22775,-6519,-22.25,28.61 KB,22.24 KB,85
mental-rotation/shared/bp15-000.webp,webp,23782,19526,-4256,-17.90,23.22 KB,19.07 KB,85
mental-rotation/shared/bp15-280.webp,webp,26592,20902,-5690,-21.40,25.97 KB,20.41 KB,85
mental-rotation/shared/bp15-320.webp,webp,28540,22065,-6475,-22.69,27.87 KB,21.55 KB,85
mental-rotation/shared/bp5-000.webp,webp,15250,13828,-1422,-9.32,14.89 KB,13.50 KB,85
mental-rotation/shared/bp6-000.webp,webp,28614,22749,-5865,-20.50,27.94 KB,22.22 KB,85
mental-rotation/shared/bp6-240.webp,webp,33054,26557,-6497,-19.66,32.28 KB,25.93 KB,85
mental-rotation/shared/bp8-000.webp,webp,21928,18085,-3843,-17.53,21.41 KB,17.66 KB,85
mental-rotation/shared/bp8-280.webp,webp,24412,19005,-5407,-22.15,23.84 KB,18.56 KB,85
mental-rotation/shared/cn10-000.webp,webp,18018,15409,-2609,-14.48,17.60 KB,15.05 KB,85
mental-rotation/shared/cn10-320.webp,webp,22038,16835,-5203,-23.61,21.52 KB,16.44 KB,85
mental-rotation/shared/cn14-000.webp,webp,17368,15057,-2311,-13.31,16.96 KB,14.70 KB,85
mental-rotation/shared/cn15-000.webp,webp,21642,17663,-3979,-18.39,21.13 KB,17.25 KB,85
mental-rotation/shared/cn15-240.webp,webp,28140,22516,-5624,-19.99,27.48 KB,21.99 KB,85
mental-rotation/shared/cn17-000.webp,webp,29014,23006,-6008,-20.71,28.33 KB,22.47 KB,85
mental-rotation/shared/cn17-280.webp,webp,31292,23802,-7490,-23.94,30.56 KB,23.24 KB,85
mental-rotation/shared/cn3-000.webp,webp,22328,18881,-3447,-15.44,21.80 KB,18.44 KB,85
mental-rotation/shared/cn3-320.webp,webp,30566,23149,-7417,-24.27,29.85 KB,22.61 KB,85
mental-rotation/shared/cn5-000.webp,webp,19742,16703,-3039,-15.39,19.28 KB,16.31 KB,85
mental-rotation/shared/cn5-240.webp,webp,28490,22181,-6309,-22.14,27.82 KB,21.66 KB,85
mental-rotation/shared/cn6-000.webp,webp,21378,18049,-3329,-15.57,20.88 KB,17.63 KB,85
mental-rotation/shared/cn6-280.webp,webp,25454,20442,-5012,-19.69,24.86 KB,19.96 KB,85
mental-rotation/shared/cp10-000.webp,webp,24824,20375,-4449,-17.92,24.24 KB,19.90 KB,85
mental-rotation/shared/cp10-280.webp,webp,26606,21572,-5034,-18.92,25.98 KB,21.07 KB,85
mental-rotation/shared/cp14-000.webp,webp,16180,14694,-1486,-9.18,15.80 KB,14.35 KB,85
mental-rotation/shared/cp14-240.webp,webp,25616,20605,-5011,-19.56,25.02 KB,20.12 KB,85
mental-rotation/shared/cp14-320.webp,webp,24884,19421,-5463,-21.95,24.30 KB,18.97 KB,85
mental-rotation/shared/cp15-000.webp,webp,20686,16718,-3968,-19.18,20.20 KB,16.33 KB,85
mental-rotation/shared/cp15-280.webp,webp,22996,17760,-5236,-22.77,22.46 KB,17.34 KB,85
mental-rotation/shared/cp17-000.webp,webp,28012,22026,-5986,-21.37,27.36 KB,21.51 KB,85
mental-rotation/shared/cp17-240.webp,webp,31260,24394,-6866,-21.96,30.53 KB,23.82 KB,85
mental-rotation/shared/cp3-000.webp,webp,23522,19302,-4220,-17.94,22.97 KB,18.85 KB,85
mental-rotation/shared/cp3-240.webp,webp,29734,22854,-6880,-23.14,29.04 KB,22.32 KB,85
mental-rotation/shared/cp3-280.webp,webp,27928,21606,-6322,-22.64,27.27 KB,21.10 KB,85
mental-rotation/shared/cp5-000.webp,webp,26058,21062,-4996,-19.17,25.45 KB,20.57 KB,85
mental-rotation/shared/cp5-280.webp,webp,29624,23060,-6564,-22.16,28.93 KB,22.52 KB,85
mental-rotation/shared/cp5-320.webp,webp,32162,25389,-6773,-21.06,31.41 KB,24.79 KB,85
mental-rotation/shared/cp6-000.webp,webp,29920,23770,-6150,-20.55,29.22 KB,23.21 KB,85
mental-rotation/shared/cp6-320.webp,webp,32472,25696,-6776,-20.87,31.71 KB,25.09 KB,85
mental-rotation/shared/dn1-000.webp,webp,24874,20877,-3997,-16.07,24.29 KB,20.39 KB,85
mental-rotation/shared/dn1-240.webp,webp,28912,23372,-5540,-19.16,28.23 KB,22.82 KB,85
mental-rotation/shared/dn1-320.webp,webp,28792,22442,-6350,-22.05,28.12 KB,21.92 KB,85
mental-rotation/shared/dn10-000.webp,webp,23750,18832,-4918,-20.71,23.19 KB,18.39 KB,85
mental-rotation/shared/dn10-280.webp,webp,25030,20134,-4896,-19.56,24.44 KB,19.66 KB,85
mental-rotation/shared/dn10-320.webp,webp,24982,18457,-6525,-26.12,24.40 KB,18.02 KB,85
mental-rotation/shared/dn11-000.webp,webp,23044,19477,-3567,-15.48,22.50 KB,19.02 KB,85
mental-rotation/shared/dn11-320.webp,webp,26228,19556,-6672,-25.44,25.61 KB,19.10 KB,85
mental-rotation/shared/dn15-000.webp,webp,23664,19870,-3794,-16.03,23.11 KB,19.40 KB,85
mental-rotation/shared/dn15-280.webp,webp,28206,22429,-5777,-20.48,27.54 KB,21.90 KB,85
mental-rotation/shared/dn2-000.webp,webp,24296,20321,-3975,-16.36,23.73 KB,19.84 KB,85
mental-rotation/shared/dn2-280.webp,webp,27398,21301,-6097,-22.25,26.76 KB,20.80 KB,85
mental-rotation/shared/dn4-000.webp,webp,16188,15052,-1136,-7.02,15.81 KB,14.70 KB,85
mental-rotation/shared/dn4-320.webp,webp,27872,21769,-6103,-21.90,27.22 KB,21.26 KB,85
mental-rotation/shared/dn8-000.webp,webp,23634,19450,-4184,-17.70,23.08 KB,18.99 KB,85
mental-rotation/shared/dn8-240.webp,webp,24760,17694,-7066,-28.54,24.18 KB,17.28 KB,85
mental-rotation/shared/dn8-280.webp,webp,25626,21033,-4593,-17.92,25.03 KB,20.54 KB,85
mental-rotation/shared/dp1-000.webp,webp,25754,21066,-4688,-18.20,25.15 KB,20.57 KB,85
mental-rotation/shared/dp10-000.webp,webp,29438,23394,-6044,-20.53,28.75 KB,22.85 KB,85
mental-rotation/shared/dp10-240.webp,webp,31194,21772,-9422,-30.20,30.46 KB,21.26 KB,85
mental-rotation/shared/dp11-000.webp,webp,28712,23887,-4825,-16.80,28.04 KB,23.33 KB,85
mental-rotation/shared/dp11-280.webp,webp,32544,25265,-7279,-22.37,31.78 KB,24.67 KB,85
mental-rotation/shared/dp15-000.webp,webp,27004,22142,-4862,-18.00,26.37 KB,21.62 KB,85
mental-rotation/shared/dp15-320.webp,webp,33244,24939,-8305,-24.98,32.46 KB,24.35 KB,85
mental-rotation/shared/dp2-000.webp,webp,28246,23152,-5094,-18.03,27.58 KB,22.61 KB,85
mental-rotation/shared/dp2-240.webp,webp,33110,25882,-7228,-21.83,32.33 KB,25.28 KB,85
mental-rotation/shared/dp4-000.webp,webp,19084,17289,-1795,-9.41,18.64 KB,16.88 KB,85
mental-rotation/shared/dp4-240.webp,webp,30144,23563,-6581,-21.83,29.44 KB,23.01 KB,85
mental-rotation/shared/dp4-280.webp,webp,26750,20594,-6156,-23.01,26.12 KB,20.11 KB,85
mental-rotation/shared/dp8-000.webp,webp,28144,22823,-5321,-18.91,27.48 KB,22.29 KB,85
mental-rotation/shared/dp8-320.webp,webp,31506,23045,-8461,-26.86,30.77 KB,22.50 KB,85
mental-rotation/shared/en10-000.webp,webp,22302,17718,-4584,-20.55,21.78 KB,17.30 KB,85
mental-rotation/shared/en10-240.webp,webp,27406,20763,-6643,-24.24,26.76 KB,20.28 KB,85
mental-rotation/shared/en10-320.webp,webp,27466,21665,-5801,-21.12,26.82 KB,21.16 KB,85
mental-rotation/shared/en14-000.webp,webp,22068,17472,-4596,-20.83,21.55 KB,17.06 KB,85
mental-rotation/shared/en15-000.webp,webp,17696,14629,-3067,-17.33,17.28 KB,14.29 KB,85
mental-rotation/shared/en15-240.webp,webp,26712,20777,-5935,-22.22,26.09 KB,20.29 KB,85
mental-rotation/shared/en17-000.webp,webp,20182,16426,-3756,-18.61,19.71 KB,16.04 KB,85
mental-rotation/shared/en17-240.webp,webp,28512,23218,-5294,-18.57,27.84 KB,22.67 KB,85
mental-rotation/shared/en17-280.webp,webp,25476,19806,-5670,-22.26,24.88 KB,19.34 KB,85
mental-rotation/shared/en3-000.webp,webp,26216,20142,-6074,-23.17,25.60 KB,19.67 KB,85
mental-rotation/shared/en3-320.webp,webp,31880,24500,-7380,-23.15,31.13 KB,23.93 KB,85
mental-rotation/shared/en5-000.webp,webp,24142,19742,-4400,-18.23,23.58 KB,19.28 KB,85
mental-rotation/shared/en5-240.webp,webp,32052,24384,-7668,-23.92,31.30 KB,23.81 KB,85
mental-rotation/shared/en6-000.webp,webp,15798,13773,-2025,-12.82,15.43 KB,13.45 KB,85
mental-rotation/shared/en6-280.webp,webp,23656,18558,-5098,-21.55,23.10 KB,18.12 KB,85
mental-rotation/shared/ep10-000.webp,webp,21994,17716,-4278,-19.45,21.48 KB,17.30 KB,85
mental-rotation/shared/ep14-000.webp,webp,17564,14949,-2615,-14.89,17.15 KB,14.60 KB,85
mental-rotation/shared/ep14-240.webp,webp,24524,18865,-5659,-23.08,23.95 KB,18.42 KB,85
mental-rotation/shared/ep14-320.webp,webp,24154,18995,-5159,-21.36,23.59 KB,18.55 KB,85
mental-rotation/shared/ep15-000.webp,webp,11612,10979,-633,-5.45,11.34 KB,10.72 KB,85
mental-rotation/shared/ep15-280.webp,webp,18326,14549,-3777,-20.61,17.90 KB,14.21 KB,85
mental-rotation/shared/ep17-000.webp,webp,17938,15418,-2520,-14.05,17.52 KB,15.06 KB,85
mental-rotation/shared/ep17-320.webp,webp,25638,20114,-5524,-21.55,25.04 KB,19.64 KB,85
mental-rotation/shared/ep3-000.webp,webp,21390,16823,-4567,-21.35,20.89 KB,16.43 KB,85
mental-rotation/shared/ep3-240.webp,webp,25836,21010,-4826,-18.68,25.23 KB,20.52 KB,85
mental-rotation/shared/ep3-280.webp,webp,23278,17922,-5356,-23.01,22.73 KB,17.50 KB,85
mental-rotation/shared/ep5-000.webp,webp,21176,17795,-3381,-15.97,20.68 KB,17.38 KB,85
mental-rotation/shared/ep5-280.webp,webp,25192,20260,-4932,-19.58,24.60 KB,19.79 KB,85
mental-rotation/shared/ep5-320.webp,webp,27126,21300,-5826,-21.48,26.49 KB,20.80 KB,85
mental-rotation/shared/ep6-000.webp,webp,17908,15839,-2069,-11.55,17.49 KB,15.47 KB,85
mental-rotation/shared/ep6-320.webp,webp,27348,20844,-6504,-23.78,26.71 KB,20.36 KB,85
mental-rotation/shared/mental-rotation-example.png,png,72425,19922,-52503,-72.49,70.73 KB,19.46 KB,85
mental-rotation/shared/rocket.png,png,14674,12164,-2510,-17.11,14.33 KB,11.88 KB,85
same-different-selection/assets/lg-blue-circle-2-black.webp,webp,2080,3732,1652,79.42,2.03 KB,3.64 KB,85
same-different-selection/assets/lg-blue-circle-2-gray.webp,webp,1272,2289,1017,79.95,1.24 KB,2.24 KB,85
same-different-selection/assets/lg-blue-circle-2-striped.webp,webp,2816,8704,5888,209.09,2.75 KB,8.50 KB,85
same-different-selection/assets/lg-blue-circle-2.webp,webp,2164,3881,1717,79.34,2.11 KB,3.79 KB,85
same-different-selection/assets/lg-blue-circle-3-black.webp,webp,2966,5181,2215,74.68,2.90 KB,5.06 KB,85
same-different-selection/assets/lg-blue-circle-3-gray.webp,webp,1802,3085,1283,71.20,1.76 KB,3.01 KB,85
same-different-selection/assets/lg-blue-circle-3-striped.webp,webp,3996,9210,5214,130.48,3.90 KB,8.99 KB,85
